year,moisture,nh4,no3,dnra,min,nitr,crop,type,mnum,sampID,nlevel,prepost,ntime,pH_DI,type2,type3,mxgN,n2oavg,nn2o,an2o,n15n2o,a15n2o
2016,0.271889401,35.35766193,68.21,,,42.37138289,corn,annual,,NT PP 23,,,,4.76,Conservation - no-till,Corn,,0.004017051,0.003692091,0.004342012,0.001889775,
2016,0.3,66.57237134,102.28,,,,corn,annual,,NT PP 24,,,,5,Conservation - no-till,Corn,,0.010893347,0.011312073,0.010474622,0.007412793,
2016,0.25751073,0.445990063,10.7,1.51661587,2.063093817,24.4674551,soy,annual,,NT PP 31,,,,5.88,Conservation - residue,Soy,,0.017818884,0.018382653,0.017255115,0.00726183,0.001951357
2016,0.27582846,0.607143762,15.48,1.591461208,1.988328044,,soy,annual,,NT PP 32,,,,5.65,Conservation - residue,Soy,,0.01782221,0.014691783,0.020952637,0.009984841,0.001673399
2016,0.27184466,0.952397285,6.74,2.38048292,4.403238322,,soy,annual,,NT PP 33,,,,5.98,Conservation - residue,Soy,,0.080455392,0.06505395,0.095856833,0.056115529,0.011381072
2016,0.276923077,1.628596141,3.93,3.476069924,7.405323566,10.13872974,soy,annual,,NT PP 34,,,,6.25,Conservation - residue,Soy,,0.217474886,0.216813336,0.218136436,0.218051394,0.075583832
2016,0.272030651,0.462808693,15.29,3.934995635,3.214601207,,soy,annual,,NT PP 41,,,,4.88,Conservation - no-till,Soy,,0.02915382,0.027524362,0.030783278,0.005818465,0.001479521
2016,0.284623773,0.572161584,18.11,2.070775692,3.550936965,,soy,annual,,NT PP 42,,,,4.98,Conservation - no-till,Soy,,0.055498712,0.017632677,0.093364747,0.006632679,0.002269208
2016,0.297717842,0.529383032,4.32,,5.682487783,,soy,annual,,NT PP 43,,,,5.66,Conservation - no-till,Soy,,0.105466773,0.128384972,0.082548574,0.150551046,0.010970221
2016,0.302713987,1.206243579,11.07,1.90752237,4.369803133,13.6407447,soy,annual,,NT PP 44,,,,5.36,Conservation - no-till,Soy,,0.137981025,0.16362774,0.11233431,0.125816687,0.009078327
2017,0.173320351,1.141354383,3.51,,,,soy,annual,,PB AC 1,,pre2,,5.65,Conventional,Soy,,0.018436259,0.001463608,0.03540891,,
2017,0.191409897,1.491944703,4.07,15.2993115,,,soy,annual,,PB AC 1,,post2,,6.61,Conventional,Soy,,0.046284868,0.04798401,0.044585726,,
2017,0.167730173,0.864400791,1.85,,,,soy,annual,,PB AC 2,,pre2,,5.85,Conventional,Soy,,0.009886138,0.001273574,0.018498702,,
2017,0.18479307,1.328079447,0.88,5.087809846,,1.642466704,soy,annual,,PB AC 2,,post2,,6.58,Conventional,Soy,,0.017027998,0.012336467,0.02171953,,
2017,0.157994324,0.990027584,8.07,,,,soy,annual,,PB AC 3,,post2,,6.91,Conventional,Soy,,0.006793595,0.012869107,0.000718082,,
2017,0.158040665,1.014183514,2.83,5.526819368,,0.916463234,soy,annual,,PB AC 3,,pre2,,6.24,Conventional,Soy,,0.010443461,0.015173104,0.005713818,,
2017,0.156959526,0.92303169,5.66,,,,soy,annual,,PB AC 4,,post2,,5.48,Conventional,Soy,,0.007057322,0.012916495,0.001198149,,
2017,0.162921348,1.018913209,2.95,3.947048228,,,soy,annual,,PB AC 4,,pre2,,5.92,Conventional,Soy,,0.002901306,0.004316628,0.001485984,,
2017,0.098753595,2.681438303,1.05,,,,soy,annual,,PB AS 1,,pre1,,6.26,Conventional,Soy,,0.04424684,0.00390234,0.084591339,,
2017,0.182736455,1.497873914,1.81,7.316584063,,,soy,annual,,PB AS 1,,post1,,6.65,Conventional,Soy,,0.025000583,0.010024457,0.039976708,,
2017,0.178408051,1.092924078,2.8,6.695657047,,,soy,annual,,PB AS 2,,post1,,6.08,Conventional,Soy,,0.010299066,0.014625294,0.005972839,,
2017,0.178637201,1.133074628,2.02,1.561444786,,0.135161737,soy,annual,,PB AS 2,,pre1,,5.98,Conventional,Soy,,0.025374453,0.001862551,0.048886354,,
2017,0.168780488,0.752284347,6.48,,,,soy,annual,,PB AS 3,,post1,,6.37,Conventional,Soy,,0.001650426,0.001972476,0.001328377,,
2017,0.192913386,1.040315526,6.06,,,13.87314314,soy,annual,,PB AS 3,,pre1,,6.28,Conventional,Soy,,0.002348895,0.00303877,0.001659021,,
2017,0.150300601,0.843430461,3.87,9.164321617,,8.393868336,soy,annual,,PB AS 4,,pre1,,5.6,Conventional,Soy,,0.003425091,0.003724957,0.003125225,,
2017,0.176806084,0.784902644,5.9,,,,soy,annual,,PB AS 4,,post1,,6.32,Conventional,Soy,,0.017667923,0.003957964,0.031377882,,
2017,0.195413759,1.973110191,0.17,,,5.781747958,pv,perennial,,PB BC 1,,pre4,,6.77,Perennial,Switchgrass - new,,0.019754567,0.000755393,0.038753742,,
2017,0.204545455,1.351203264,0.16,3.573386696,,1.694655471,pv,perennial,,PB BC 1,,post4,,6.43,Perennial,Switchgrass - new,,0.026288277,0.036913678,0.015662877,,
2017,0.20411985,1.538999842,0.31,,,7.001783378,pv,perennial,,PB BC 2,,pre4,,6.8,Perennial,Switchgrass - new,,0.00938117,0.000573368,0.018188972,,
2017,0.218963832,1.068951693,0.23,,,4.668309876,pv,perennial,,PB BC 2,,post4,,6.81,Perennial,Switchgrass - new,,0.043556792,0.030194639,0.056918946,,
2017,0.128693994,0.736148171,0.09,2.22292113,,0.829769837,pv,perennial,,PB BC 3,,pre4,,6.55,Perennial,Switchgrass - new,,0.003301006,0.00604586,0.000556152,,
2017,0.180295567,1.043507897,0.14,,,,pv,perennial,,PB BC 3,,post4,,6.61,Perennial,Switchgrass - new,,0.004293011,0.004328686,0.004257337,,
2017,0.120689655,0.726211717,0.16,0.2998932,,,pv,perennial,,PB BC 4,,pre4,,6.19,Perennial,Switchgrass - new,,0.000388757,,0.000388757,,
2017,0.149308756,0.724774078,0.05,1.333128484,,,pv,perennial,,PB BC 4,,post4,,5.77,Perennial,Switchgrass - new,,0.00094749,0.00094125,0.00095373,,
2017,0.172191529,1.172543568,0.14,2.118976307,,0.979444802,pv,perennial,,PB BS 1,,pre3,,6.69,Perennial,Switchgrass - new,,0.000265139,2.65E-05,0.000503729,,
2017,0.200197239,1.169944081,0.13,0.96565995,,1.095781473,pv,perennial,,PB BS 1,,post3,,6.2,Perennial,Switchgrass - new,,0.001705742,0.001705742,,,
2017,0.198830409,1.426694833,0.2,,,,pv,perennial,,PB BS 2,,pre3,,6.77,Perennial,Switchgrass - new,,0.005771548,2.16E-06,0.01154094,,
2017,0.236176195,1.837660329,0.21,2.94762599,,1.54534652,pv,perennial,,PB BS 2,,post3,,6.84,Perennial,Switchgrass - new,,0.056183379,0.070580506,0.041786252,,
2017,0.128846154,0.869522374,0.05,1.154777531,,,pv,perennial,,PB BS 3,,pre3,,6.5,Perennial,Switchgrass - new,,0.000486899,0.000607301,0.000366497,,
2017,0.174757282,0.779785104,0.09,0.904623394,,0.561205107,pv,perennial,,PB BS 3,,post3,,6.65,Perennial,Switchgrass - new,,0.006532296,0.007402814,0.005661779,,
2017,0.117813384,0.783374215,0.05,1.089776795,,0.396375217,pv,perennial,,PB BS 4,,pre3,,5.76,Perennial,Switchgrass - new,,0.001117466,0.000825156,0.001409775,,
2017,0.14893617,0.959314063,0.07,0.99942251,,0.619088764,pv,perennial,,PB BS 4,,post3,,6.11,Perennial,Switchgrass - new,,0.001220886,0.00159015,0.000851622,,
2016,0.173831776,0.708936395,0.94,0.322275713,7.838586959,0.347054377,corn,annual,,PB PG 11,,,,5.79,Conventional,Soy,,0.03548507,0.047764929,0.02320521,,
2016,0.181996086,0.748079947,0.77,,8.895323157,,corn,annual,,PB PG 12,,,,6.24,Conventional,Soy,,0.006070955,0.004402224,0.007739685,,
2016,0.202678571,0.730387316,0.56,,5.897863767,,corn,annual,,PB PG 13,,,,5.58,Conventional,Soy,,0.093400786,0.097491482,0.08931009,,
2016,0.19793621,0.620886421,0.53,,5.354206295,,corn,annual,,PB PG 14,,,,6.11,Conventional,Soy,,0.062453866,0.044826985,0.080080748,,
2016,0.167473379,0.77178773,0.75,,8.713937358,,corn,annual,,PB PG 21,,,,5.56,Conventional,Soy,,0.002439977,0.023599357,-0.018719403,,
2016,0.160493827,0.66078813,0.62,0.208912545,3.546941416,1.031968746,corn,annual,,PB PG 22,,,,5.73,Conventional,Soy,,0.003110048,0.000949437,0.005270659,,
2016,0.141618497,1.064091877,0.54,,5.487999504,,corn,annual,,PB PG 23,,,,6.32,Conventional,Soy,,0.161423158,0.200228429,0.122617888,,
2016,0.148496241,0.871166517,0.52,,8.148683892,,corn,annual,,PB PG 24,,,,6.13,Conventional,Soy,,0.085664322,0.130523397,0.040805248,,
2016,0.207816969,1.215310331,0.15,,8.172544128,,pv,perennial,,PB PG 31,,,,6.31,Perennial,Switchgrass - new,,0.333029407,0.584733522,0.081325291,,
2016,0.215897939,1.657974597,0.33,,22.82381154,,pv,perennial,,PB PG 32,,,,6.24,Perennial,Switchgrass - new,,0.193856133,0.278907144,0.108805123,,
2016,0.233366435,1.044381193,0.41,,13.46251882,,pv,perennial,,PB PG 33,,,,6.21,Perennial,Switchgrass - new,,0.496921583,0.322276235,0.671566932,,
2016,0.217270195,0.866677859,0.33,,5.78201629,,pv,perennial,,PB PG 34,,,,6.4,Perennial,Switchgrass - new,,0.19080623,0.248002254,0.133610205,,
2016,0.19902439,1.155140615,0.11,,72.51829767,,pv,perennial,,PB PG 41,,,,5.63,Perennial,Switchgrass - new,,0.270313016,0.403923721,0.136702311,,
2016,0.207509881,0.805609326,0.32,,10.09224246,,pv,perennial,,PB PG 42,,,,6,Perennial,Switchgrass - new,,0.282507894,0.377041343,0.187974445,,
2016,0.231939163,1.1359593,0.47,,12.82959813,,pv,perennial,,PB PG 43,,,,6.77,Perennial,Switchgrass - new,,0.259115692,0.428439372,0.089792012,,
2016,0.204379562,1.086775606,0.31,,11.97878167,,pv,perennial,,PB PG 44,,,,6.71,Perennial,Switchgrass - new,,0.127587131,0.190982467,0.064191796,,
2016,0.246376812,35.86316151,27.77445693,,,,,,,PB pp 11,,,,,Conventional,Corn,,0.106145608,0.152853789,0.059437427,,
2016,0.248560461,37.20672773,53.5238514,,,,,,,PB pp 12,,,,,Conventional,Corn,,0.069116373,0.092691374,0.045541373,,
2016,0.254288597,67.16398907,26.55738408,,,,,,,PB pp 13,,,,,Conventional,Corn,,0.172795836,0.226612177,0.118979495,,
2016,0.265811182,65.48935811,27.76884064,,,,,,,PB pp 14,,,,,Conventional,Corn,,0.730666568,0.851875657,0.609457479,,
2016,0.265198238,15.16737938,37.73433569,,,,,,,PB pp 21,,,,,Conventional,Corn,,0.222335981,0.255991198,0.188680764,,
2016,0.248606466,38.28975852,44.81375104,,,,,,,PB pp 22,,,,,Conventional,Corn,,0.310182469,0.363451427,0.25691351,,
2016,0.286324786,76.61355555,31.44705903,,,,,,,PB pp 23,,,,,Conventional,Corn,,0.511774496,0.647931418,0.375617575,,
2016,0.199226306,114.7124194,29.76068464,,,,,,,PB pp 24,,,,,Conventional,Corn,,1.330888454,1.752616125,0.909160782,,
2016,0.223474178,0.820081329,0.060321397,,,,,,,PB pp 31,,,,,Perennial,Switchgrass - new,,0.002966214,0.007472662,-0.001540234,,
2016,0.253241141,1.442972237,0.16178734,,,,,,,PB pp 32,,,,,Perennial,Switchgrass - new,,0.057967478,0.088708878,0.027226078,,
2016,0.306347746,1.828321124,0.140190938,,,,,,,PB pp 33,,,,,Perennial,Switchgrass - new,,0.081701792,0.136150396,0.027253188,,
2016,0.29428848,1.928880211,0.1556538,,,,,,,PB pp 34,,,,,Perennial,Switchgrass - new,,0.013819042,0.022465435,0.00517265,,
2016,0.202898551,0.737607417,0.162242302,,,,,,,PB pp 41,,,,,Perennial,Switchgrass - new,,0.022892799,0.013176959,0.032608638,,
2016,0.249769585,0.718250719,0.08332727,,,,,,,PB pp 42,,,,,Perennial,Switchgrass - new,,0.073843424,0.126102253,0.021584595,,
2016,0.310208127,1.940264678,0.154553084,,,,,,,PB pp 43,,,,,Perennial,Switchgrass - new,,0.068292766,0.11091302,0.025672512,,
2016,0.179001721,0.932316851,0.318167899,,,,,,,PB pp 44,,,,,Perennial,Switchgrass - new,,0.010214966,0,0.020429932,,
